repository,type,source,keyword,summary,link,status
Xpra-org/xpra,Issue,body+comment+title,OS=centos|linux|win32|windows; FIX=broken|bug; TEST_CI=tests; CAUSE=encoding; API=encoding=,Client memory leak if Win32 client 0.14+ runs inside a RDP session,https://github.com/Xpra-org/xpra/issues/696,To review
Xpra-org/xpra,Issue,body+comment,OS=fedora|osx|win32|windows; FIX=fix|fixed; TEST_CI=test,allow better control over automatic scaling,https://github.com/Xpra-org/xpra/issues/692,To review
STIXProject/stix-validator,Issue,body+comment,OS=cygwin|mingw|os x|osx|ubuntu|win32|windows; FIX=failing; TEST_CI=test,Cannot validate the example all_valid.xml file,https://github.com/STIXProject/stix-validator/issues/39,To review
Xpra-org/xpra,Issue,body+title,OS=win32; FIX=fixed,win32 shadow server consumes 100% cpu even when inactive,https://github.com/Xpra-org/xpra/issues/691,To review
Xpra-org/xpra,Issue,body+comment,OS=fedora|linux|osx|win32|windows; FIX=broken|bug|fix|fixed|workaround; TEST_CI=test|tests; CAUSE=executable,icon forwarding using pixel data does not work,https://github.com/Xpra-org/xpra/issues/685,To review
GeoscienceAustralia/tcrm,Issue,body+title,OS=mingw32; FIX=fails,Compiling with mingw32 fails,https://github.com/GeoscienceAustralia/tcrm/issues/12,To review
Xpra-org/xpra,Issue,body+comment,OS=fedora|linux|osx|win32|windows; FIX=bug|fix|fixed; TEST_CI=test,"opengl improvements: double buffering, limited repaints, paint state",https://github.com/Xpra-org/xpra/issues/679,To review
Xpra-org/xpra,Issue,body+title,OS=mingw|msys2|osx|win32|windows; FIX=fixed,building all the dependencies from source on win32,https://github.com/Xpra-org/xpra/issues/678,To review
Xpra-org/xpra,Issue,body+comment+title,OS=ubuntu; FIX=broken|bug|fails|fixed|workaround,"ssh ... ""xpra start ..."" fails with ""Broken pipe"" when ssh closes",https://github.com/Xpra-org/xpra/issues/674,To review
NagiosEnterprises/ncpa,Issue,comment+title,OS=windows; FIX=bug|fix|fixed,NCPA: v1.7.2: Windows: ERROR:app:Exception on /top-websocket/ [GET],https://github.com/NagiosEnterprises/ncpa/issues/60,To review
Xpra-org/xpra,Issue,body+comment+title,OS=centos|linux|win32|windows; FIX=bug|fix|fixed|fixes; TEST_CI=test; CAUSE=encoding,wrong color mapping of application window icons with plain rgb encoding (png disabled),https://github.com/Xpra-org/xpra/issues/672,To review
Xpra-org/xpra,Issue,body+comment,OS=debian|fedora|linux|osx|win32|windows; FIX=broken|bug|fail|fix|fixed|fixes|regression|workaround; TEST_CI=test; CAUSE=encoding; API=subprocess,speaker forwarding may cause server to hang,https://github.com/Xpra-org/xpra/issues/669,To review
Xpra-org/xpra,Issue,body+comment,OS=fedora|osx|win32|windows; FIX=bug|fix|fixed; TEST_CI=test,Cant press multiple keys at once?,https://github.com/Xpra-org/xpra/issues/668,To review
Xpra-org/xpra,Issue,comment,OS=debian|ubuntu; FIX=bug|fixed; TEST_CI=test|tests,server-side warning: CompositeHelper::shm-handle after class was initialised,https://github.com/Xpra-org/xpra/issues/667,To review
Pylons/pyramid,Issue,body+comment+title,OS=fedora|ubuntu; FIX=fail|fails; TEST_CI=test|tests,Test failures on 1.5.1,https://github.com/Pylons/pyramid/issues/1405,To review
Xpra-org/xpra,Issue,body+comment+title,OS=debian|ubuntu; FIX=broken|bug|fail|fix|fixed; TEST_CI=test,debian wheezy hangs on start with the tray,https://github.com/Xpra-org/xpra/issues/657,To review
Xpra-org/xpra,Issue,body+title,OS=osx; FIX=failure|fixed,osx systray failure,https://github.com/Xpra-org/xpra/issues/656,To review
Xpra-org/xpra,Issue,body+title,OS=fedora; FIX=broken|fixed,systray forwarding is broken in Fedora,https://github.com/Xpra-org/xpra/issues/655,To review
Xpra-org/xpra,Issue,body+comment,OS=fedora|win32|windows; FIX=broken|bug|fix|fixed; TEST_CI=test|tests; CAUSE=encoding; API=encoding=,transparency detection is unreliable,https://github.com/Xpra-org/xpra/issues/654,To review
Xpra-org/xpra,Issue,body+comment,OS=debian|fedora|linux|unix|windows; FIX=breakage|broken|bug|fix|fixed|fixes|regression; TEST_CI=test; CAUSE=.so|encoding; API=encoding=|platform.release,WebP rendering problems,https://github.com/Xpra-org/xpra/issues/651,To review
Xpra-org/xpra,Issue,body+comment+title,OS=debian|fedora|windows; FIX=broken|bug|fix|fixed|fixes; TEST_CI=test|tests; CAUSE=.so|encoding,R and B colours are swapped with WebP encoding and non-opengl windows,https://github.com/Xpra-org/xpra/issues/650,To review
Xpra-org/xpra,Issue,body+comment+title,OS=windows; FIX=broken|bug|fixes,all blank windows for a particular session on reboot/win-switch restore,https://github.com/Xpra-org/xpra/issues/642,To review
Xpra-org/xpra,Issue,body+comment+title,OS=darwin|linux|macos|os x|osx|unix|windows; FIX=broken|failure|fix|fixed|fixes|workaround; TEST_CI=test,OSX .pkg creation scrips,https://github.com/Xpra-org/xpra/issues/641,To review
Xpra-org/xpra,Issue,body+comment,OS=fedora|mingw|msys2|osx|win32|windows; FIX=broken|bug|compatibility|fails|fix|fixed|fixes|workaround; TEST_CI=test; CAUSE=.dll; API=subprocess,Python3 GTK3 client feature parity,https://github.com/Xpra-org/xpra/issues/640,To review
Xpra-org/xpra,Issue,body+title,OS=win32|windows; FIX=bug|fixed,screenshots from bug report in 0.14 are weird,https://github.com/Xpra-org/xpra/issues/637,To review
Xpra-org/xpra,Issue,body+comment,OS=debian|fedora|osx|ubuntu|win32|windows; FIX=broken|bug|fix|fixed|skip; TEST_CI=test|tests,Pidgin main window does not show up,https://github.com/Xpra-org/xpra/issues/636,To review
NagiosEnterprises/ncpa,Issue,body+comment,OS=linux|windows; FIX=fix|fixed|fixes; TEST_CI=test,Error when trying to count/view processes in 1.7.1,https://github.com/NagiosEnterprises/ncpa/issues/42,To review
Pylons/pyramid,Issue,comment,OS=linux|windows; FIX=broken|compatibility; TEST_CI=appveyor|test|tests; API=os.path,Allow alternatives to Paste ini files to work with pshell/pserve,https://github.com/Pylons/pyramid/issues/1394,To review
Xpra-org/xpra,Issue,body+title,OS=linux|osx|win32; FIX=compatibility,ffmpeg + gcc 4.8.x dec_avcodec compatibility on win32,https://github.com/Xpra-org/xpra/issues/628,To review
Xpra-org/xpra,Issue,body+comment+title,OS=darwin|fedora|osx|win32|windows; FIX=broken|bug|fail|fix|fixed; TEST_CI=test; CAUSE=backslash|slash,bug reporting tool,https://github.com/Xpra-org/xpra/issues/627,To review
Xpra-org/xpra,Issue,body+title,OS=osx; FIX=fixed,osx does not find the default config file,https://github.com/Xpra-org/xpra/issues/624,To review
Kozea/Radicale,Issue,body+title,OS=windows; FIX=bug|fail; TEST_CI=test; CAUSE=slash,REPORT requests with absolute URL fail with Radicale running on Windows,https://github.com/Kozea/Radicale/issues/192,To review
Kozea/Radicale,Issue,body+title,OS=fedora; FIX=bug|fails,Radicale fails to start when trying to bind to an address not yet available,https://github.com/Kozea/Radicale/issues/186,To review
cherrypy/cherrypy,Issue,body,OS=debian; FIX=fail|fails; TEST_CI=nose|test,Invalid dictionary ordering assumption in test_0_Session,https://github.com/cherrypy/cherrypy/issues/1328,To review
beetbox/beets,Issue,body+title,OS=windows; FIX=fix; CAUSE=symlink,ImportFeeds: fix/disable/catch symlink usage on windows,https://github.com/beetbox/beets/issues/840,To review
Xpra-org/xpra,Issue,body+comment,OS=centos|fedora; FIX=fix|fixed|workaround; TEST_CI=test; CAUSE=.so,cleaned up xpra.spec,https://github.com/Xpra-org/xpra/issues/606,To review
Xpra-org/xpra,Issue,body+comment,OS=arch|debian|fedora|freebsd|linux|posix; FIX=bug|fixed; CAUSE=.so|chmod,"xpra_Xdummy: run Xorg directly, without copying to remove setuid",https://github.com/Xpra-org/xpra/issues/604,To review
Xpra-org/xpra,Issue,body+title,OS=linux|win32; FIX=fixed,some altgr keys are not honoured with win32 client and non-us layouts,https://github.com/Xpra-org/xpra/issues/602,To review
Xpra-org/xpra,Issue,body+comment+title,OS=centos|linux|ubuntu; FIX=bug|fails|fix|fixed|workaround,Xpra 0.13.5 fails with error on glGenFramebuffers,https://github.com/Xpra-org/xpra/issues/599,To review
benoitc/gunicorn,Issue,body+title,OS=arch|unix; FIX=broken,gunicorn 19.0 broken under arch/nginx,https://github.com/benoitc/gunicorn/issues/785,To review
Xpra-org/xpra,Issue,comment,OS=centos|debian|fedora|linux|macos|osx|posix|ubuntu|unix|win32|windows; FIX=broken|bug|failing|fails|failure|fix|fixed|fixes; TEST_CI=test; CAUSE=executable|newline; API=subprocess,support for printing via a cups backend script,https://github.com/Xpra-org/xpra/issues/598,To review
beetbox/beets,Issue,comment,OS=manjaro; FIX=bug|fixed,name 'unicode' is not defined,https://github.com/beetbox/beets/issues/820,To review
Xpra-org/xpra,Issue,body+comment+title,OS=fedora|macos|os x|osx; FIX=fix|fixed|fixes|workaround; TEST_CI=test,xpra segfaults when attaching OS X,https://github.com/Xpra-org/xpra/issues/593,To review
circus-tent/circus,Issue,body+comment+title,OS=darwin|posix|windows; FIX=fixes; TEST_CI=test|tests; API=subprocess,python shell in the test,https://github.com/circus-tent/circus/issues/804,To review
Pylons/pyramid,Issue,comment+title,OS=windows; FIX=broken|bug|bugfix|fail|fails|workaround; CAUSE=encoding,Python 2.7.7 on Windows returns Unicode from mimetypes.guess_type,https://github.com/Pylons/pyramid/issues/1360,To review
Xpra-org/xpra,Issue,body+comment,OS=centos|linux|osx|win32; FIX=fix|fixed|workaround; TEST_CI=test,Popup dialog disappears in Intellij IDE (java app),https://github.com/Xpra-org/xpra/issues/589,To review
avanov/Plim,Issue,body,OS=windows; FIX=bug,Syntax error,https://github.com/avanov/Plim/issues/34,To review
Bitmessage/PyBitmessage,Issue,body+title,OS=debian; FIX=fails|failure,Fails to build debian package,https://github.com/Bitmessage/PyBitmessage/issues/675,To review
Xpra-org/xpra,Issue,body+comment+title,OS=fedora|linux|osx|ubuntu|win32|windows; FIX=fail|failure|fix; TEST_CI=test|tests,provide input methods for ms windows clients (alt + numbers),https://github.com/Xpra-org/xpra/issues/572,To review
Xpra-org/xpra,Issue,body+comment+title,OS=darwin|linux|osx|ubuntu; FIX=bug; CAUSE=backslash|slash; API=sys.platform,Cmd key buggy from Mac to Linux,https://github.com/Xpra-org/xpra/issues/570,To review
beetbox/beets,Issue,body+title,OS=windows; FIX=fail|failing|fix|fixed,unicode in windows paths failing in library.py:Item.write,https://github.com/beetbox/beets/issues/757,To review
Xpra-org/xpra,Issue,body+comment+title,OS=arch|debian|fedora|linux|osx|ubuntu|windows; FIX=broken|bug|fix|fixed|fixes|workaround; TEST_CI=test; CAUSE=encoding,colors off with H.264 encoding on Ubuntu 12.04 server with swscale csc module,https://github.com/Xpra-org/xpra/issues/568,To review
Xpra-org/xpra,Issue,body+title,OS=osx; FIX=fixed,cannot control click to select multiple items in lists on osx,https://github.com/Xpra-org/xpra/issues/567,To review
Xpra-org/xpra,Issue,body+comment+title,OS=fedora|macos|osx|ubuntu|win32|windows; FIX=broken|bug|fix|fixed|fixes|regression; TEST_CI=test; CAUSE=.so|encoding,OSX client crashes with Intel opengl driver,https://github.com/Xpra-org/xpra/issues/563,To review
beetbox/beets,Issue,body+comment+title,OS=debian|linux|ubuntu; FIX=broken|bug|fail|fails|fix; TEST_CI=test|tests|unittest,setup.py test fails with ImportError: No module named packages.urllib3.response,https://github.com/beetbox/beets/issues/722,To review
HaroldMills/Vesper,Issue,comment,OS=os x|windows; FIX=workaround,Stray play buttons sometimes appear in clips window.,https://github.com/HaroldMills/Vesper/issues/1,To review
Xpra-org/xpra,Issue,body+comment+title,OS=linux|osx|ubuntu|win32|windows; FIX=fix|fixed|fixes,"Wrong keys produced when connecting from Windows laptop to Linux box in ""shadow"" mode",https://github.com/Xpra-org/xpra/issues/561,To review
Xpra-org/xpra,Issue,body,OS=win32; FIX=fails|fixed|skip; TEST_CI=test,restore the ability to run under wine,https://github.com/Xpra-org/xpra/issues/560,To review
Xpra-org/xpra,Issue,body+comment,OS=debian|fedora|linux|osx|posix|ubuntu|unix|win32|windows; FIX=broken|bug|fail|failing|fails|fix|fixed|workaround; TEST_CI=test; CAUSE=encoding,"handle anti-aliasing and subpixel rendering, honour client component order",https://github.com/Xpra-org/xpra/issues/559,To review
Xpra-org/xpra,Issue,body+title,OS=win32; FIX=fixed; CAUSE=.dll,nvenc support for shadowing on win32,https://github.com/Xpra-org/xpra/issues/558,To review
beetbox/beets,Issue,body+title,OS=cygwin|windows; FIX=fails|fix|fixes; TEST_CI=test|tests,Can't run tests on cygwin,https://github.com/beetbox/beets/issues/655,To review
Xpra-org/xpra,Issue,body+comment,OS=debian|fedora|linux|ubuntu|windows; FIX=bug|fix|fixed|fixes|regression; TEST_CI=test,0.12.2: multi-monitor positioning issues,https://github.com/Xpra-org/xpra/issues/555,To review
GNS3/gns3-server,Issue,body+title,OS=windows; FIX=fails,Windows 7 deploy ova template vmware Fails,https://github.com/GNS3/gns3-server/issues/2,To review
GNS3/gns3-server,Issue,body+title,OS=windows; FIX=bug,Windows - GNS Server Install Bug,https://github.com/GNS3/gns3-server/issues/1,To review
boto/botocore,Issue,body+comment,OS=darwin|debian|ubuntu; FIX=bug|failing|fix|fixed|fixes|workaround; TEST_CI=test|tests; CAUSE=symlink|utf-8,"botocore explodes when installed alongside pyOpenSSL, ndg-httpsclient and pyasn1",https://github.com/boto/botocore/issues/266,To review
Xpra-org/xpra,Issue,body+comment+title,OS=linux|ubuntu|windows; FIX=fix|fixed; CAUSE=encoding,All windows are blank (white),https://github.com/Xpra-org/xpra/issues/550,To review
Xpra-org/xpra,Issue,body+comment+title,OS=debian|ubuntu; FIX=fix|fixed; CAUSE=encoding,cannot use h264 encoding anymore,https://github.com/Xpra-org/xpra/issues/547,To review
Xpra-org/xpra,Issue,body+comment,OS=linux|macos|mingw32|os x|osx|win32|windows; FIX=broken|fixed,"handle connection issues, session events, network drop outs, power events, etc",https://github.com/Xpra-org/xpra/issues/540,To review
Xpra-org/xpra,Issue,body+comment,OS=debian|linux|osx|win32|windows; FIX=bug|compatibility|fails|fix|fixed; TEST_CI=tests; CAUSE=encoding; API=encoding=,server-side memory leak,https://github.com/Xpra-org/xpra/issues/535,To review
Xpra-org/xpra,Issue,body+title,OS=osx; FIX=fixed,migrate osx build to using jhbuild and modulesets,https://github.com/Xpra-org/xpra/issues/533,To review
Xpra-org/xpra,Issue,body+title,OS=osx; FIX=fixed,upgrade osx to PyOpenGL 3.1 beta,https://github.com/Xpra-org/xpra/issues/531,To review
Xpra-org/xpra,Issue,body+title,OS=win32|windows; FIX=bug,allow client side shadow windows to be resized,https://github.com/Xpra-org/xpra/issues/530,To review
circus-tent/circus,Issue,comment,OS=windows; FIX=compatibility; TEST_CI=test|tox|travis,Issue with PyPy,https://github.com/circus-tent/circus/issues/744,To review
Xpra-org/xpra,Issue,body+title,OS=osx; FIX=fixed,"not including all the modules breaks the osx build in all sorts of ""interesting"" ways",https://github.com/Xpra-org/xpra/issues/529,To review
Xpra-org/xpra,Issue,body+title,OS=osx|windows; FIX=failing|fixed,Launcher failing with 0.12.0,https://github.com/Xpra-org/xpra/issues/528,To review
audreyfeldroy/complexity,Issue,body+title,OS=windows; FIX=bug,Installation and Execution Streamlining for Windows,https://github.com/audreyfeldroy/complexity/issues/31,To review
cherrypy/cherrypy,Issue,body,OS=windows; FIX=fix|fixed,"AttributeError: 'module' object has no attribute 'socket_errors_to_ignore' at cherrypy\wsgiserver\ssl_pyopenssl.py"", line 75, in _safe_call'",https://github.com/cherrypy/cherrypy/issues/1296,To review
Bitmessage/PyBitmessage,Issue,body+comment,OS=darwin|linux|osx|ubuntu|windows; FIX=bug|fails|fixed,UnboundLocalError: local variable 'fromLabel' referenced before assignment,https://github.com/Bitmessage/PyBitmessage/issues/647,To review
beetbox/beets,Issue,comment,OS=arch|ubuntu; FIX=fixed,Problem with beets?,https://github.com/beetbox/beets/issues/543,To review
Xpra-org/xpra,Issue,body+title,OS=win32|windows; FIX=fixed,Opening links in background tab in Chrome causes the window to become unsnapped in Windows 7,https://github.com/Xpra-org/xpra/issues/518,To review
Xpra-org/xpra,Issue,comment+title,OS=fedora|linux|mingw64|rhel|ubuntu|win32|windows; FIX=broken|fail|failing|fails|regression; TEST_CI=test; CAUSE=.so|encoding,AMD hardware accelerated h264 encoding: VCE Video Codec Engine,https://github.com/Xpra-org/xpra/issues/511,To review
beetbox/beets,Issue,body+comment+title,OS=windows; FIX=broken|fixed; TEST_CI=test; API=subprocess,Convert plugin not working on windows,https://github.com/beetbox/beets/issues/519,To review
Xpra-org/xpra,Issue,body+title,OS=fedora|osx; FIX=fails|fixed,OSX clipboard fails in latest builds,https://github.com/Xpra-org/xpra/issues/507,To review
Xpra-org/xpra,Issue,body+title,OS=centos|linux; FIX=fails|fix|fixed; CAUSE=utf-8,xpra v0.11.0 fails to start on CentOS 6 with threads_init error,https://github.com/Xpra-org/xpra/issues/506,To review
beetbox/beets,Issue,comment,OS=arch|centos|debian|fedora|freebsd|linux|macos|os x|ubuntu|windows; FIX=compatibility|fix|fixed|workaround; TEST_CI=test|workflow; CAUSE=encoding,Add support for multi-valued tags,https://github.com/beetbox/beets/issues/505,To review
Xpra-org/xpra,Issue,body+comment,OS=fedora|linux|osx|unix|win32|windows; FIX=bug|failing|fixed|fixes; TEST_CI=test,Support SHAPE extension,https://github.com/Xpra-org/xpra/issues/501,To review
